"","Immune.mergedColors","Immune.magenta","Immune.blue","Immune.black","Immune.red","Immune.greenyellow","Immune.pink","Immune.purple","Immune.turquoise","Immune.brown","Immune.yellow","Immune.magenta.p","Immune.blue.p","Immune.black.p","Immune.red.p","Immune.greenyellow.p","Immune.pink.p","Immune.purple.p","Immune.turquoise.p","Immune.brown.p","Immune.yellow.p"
"% CD4+ RO+ IL-22+ IL-17+ d1","black",-0.117531977214118,0.132492970934857,0.87918243314115,0.218115365484325,-0.0557203653956814,-0.0252133208274967,-0.0404507167475954,0.00626429404670328,0.0818938636592001,0.0570768373811975,0.00928453977634203,0.00333209065643041,6.66387380929386e-159,1.1178539923634e-06,0.218709862594617,0.578065687877352,0.372083880522563,0.890105014159647,0.0703962305473399,0.207684912963026
"% CD4+ RO+ FOXP3+ INFg- TNFa+ IL-17+ d1","black",-0.0694204181333818,0.206783019479867,0.866522809136878,0.247231788745507,-0.0583155810626393,-0.0414364658862673,-0.0243236438112642,0.0797238286439138,0.0340873952772438,0.115945283159554,0.125266298297136,4.00951045204828e-06,4.49889616642116e-149,3.03593859609568e-08,0.197973023934358,0.360534779996003,0.591557801238962,0.0781956095976271,0.452005497751508,0.0102868220923318
"% CD4+ RO+ IL-22- IL-17+ d1","black",-0.0670083029991306,0.343690466527433,0.856484346089079,0.250858323787416,-0.0638401994424787,0.0107819457887589,-0.0541859862747368,0.0389114434390665,-0.0518270237268845,0.00476714538437269,0.138966981239218,5.27503016191232e-15,5.70445275569958e-142,1.87360977348301e-08,0.158673927954888,0.812019461151193,0.231678751191428,0.390569402119539,0.252663192298359,0.916258105757981
"% CD4+ RO+ CCR6+ IL-22+ IL-17+ d1","black",-0.06345047479695,-0.0109271944597274,0.849984149761254,0.2047589432296,-0.0911336981570239,-0.0980859059391902,-0.00300158459812804,0.0934377428203058,0.00379875805440686,-0.0523496108324367,0.16123703146483,0.809535274051697,1.18305958503151e-137,5.00042829042357e-06,0.0439773590001429,0.0301063677742472,0.947214335284346,0.0388801122110778,0.933224542097459,0.247904266084092
"% CD4+ RO+ CCR6+ IL-22- IL-17+ d1","black",0.00172350687626403,0.192815466391954,0.846909578688936,0.223204903617327,-0.119932077060463,-0.0561153945237559,-0.0317715331539055,0.117618946315873,-0.114947377660684,-0.102534168765522,0.969675730415688,1.76088947481718e-05,1.10693071590409e-135,6.15730140549673e-07,0.00793317412277231,0.215456809298808,0.483331870515518,0.00923220417818535,0.0109653072293064,0.0233566574845337
"% CD4+ RO+ CCR6+ INFg+ IL-17+ d1","black",-0.137625890430652,0.177165671057644,0.823224211267489,0.228419493902478,-0.0417693255876329,-0.0461266900528361,0.00360797188005085,0.0605332244832692,0.161280816231228,0.00480731472293342,0.00228760616916983,8.18558845910105e-05,8.01715506464015e-122,3.29317391641877e-07,0.35668617812751,0.308703238045728,0.936570987666885,0.181421181227795,0.000342544512452991,0.915555093915411
"% CD4+ RO+ INFg+ IL-17+ d1","black",-0.194298893471652,0.267375370814451,0.801413160309047,0.249526521599901,0.00548024183412449,0.00932138339375352,0.0105079115777463,0.0220085542306889,0.233356598452851,0.0840120118003796,1.51218642037085e-05,1.888229811332e-09,8.8386742557724e-111,2.23891999960081e-08,0.903788272716022,0.837100332518074,0.816711387718555,0.627324545323172,1.79582925778306e-07,0.0634086983513237
"% CD8+ RO+ CCR6+ IL-17+ INFg+ d1","black",-0.184005498045559,0.130469453975711,0.631686770917915,0.137885666731262,0.0291997726056968,-0.00949402216249569,0.0341946912622707,0.00570764198246298,0.121737311112847,-0.0304214127249817,4.24785490423607e-05,0.00385125448916995,8.07419591677196e-56,0.00224372009799019,0.519452572168636,0.834126625005535,0.450582397566853,0.899816574307946,0.00703547723711638,0.502123148876633
"% CD4+ RO+ FOXP3+ INFg- TNFa- IL-17+ d1","black",0.0181070004406093,0.024272895940652,0.601708732365638,0.0589222159837322,-0.141500638888108,-0.0286210543453273,-0.039541081526661,0.0294781259467493,-0.0547630677921559,-0.113526663684768,0.689587926532939,0.592331731112225,1.74581854638734e-49,0.193339596846554,0.00170778406609066,0.52776801731467,0.382941650034737,0.515477134232218,0.226738697151659,0.0119996126316718
"% CD8+ RO+ CCR6+ IL-17+ INFg- d1","black",-0.015314277448875,0.235487327895393,0.52730888011523,0.146554413925316,-0.202165880852903,-0.169347909529315,-0.112085611993973,-0.0108936502249001,-0.0825629896402527,-0.008032425033289,0.735511639570511,1.37652492842621e-07,2.39559462090446e-36,0.00115372849846226,6.61451309862604e-06,0.000168240666330067,0.0131358852787941,0.810108811988464,0.0681238461668262,0.859373244649574
"% CD4+ RO+ INFg- GMCSF+ d1","black",-0.0671948969686896,0.315535612833253,0.454899689692808,0.195064315778718,0.0164497887512203,0.0996836487327276,-0.103635723417926,-0.117992603194631,-0.0105882591731761,0.0221587857740321,0.137867700805242,9.13336817316021e-13,2.3908687436396e-26,1.39729711317497e-05,0.716714365850119,0.0275109874499937,0.0219032129624878,0.00901032197586931,0.815335015013942,0.624975624128567
"% CD4+ RO+ CCR6+ IL-22+ IL-17- d1","black",-0.071641912052012,0.0143180203877195,0.394401693456345,0.0700744099825032,0.100987028380197,-0.0523780379683018,0.0666215086988919,-0.0629040378101306,0.116131729670669,0.0971834190304195,0.113599034050375,0.752135190874722,1.19601257045236e-19,0.121738726160621,0.0255385681057603,0.247647200686392,0.141267118562475,0.164883115680319,0.0101642687366685,0.0316630559843173
"% CD4+ RO+ IL-22+ IL-17- d1","black",-0.118163903087546,0.125094054716092,0.385022601799623,0.0923357795359081,0.0856958906372691,0.0413379462802408,0.0302739862380239,-0.151406495639625,0.13388399925,0.208913678653912,0.00891019839463075,0.00560464899316771,9.98744658198669e-19,0.0412518994627548,0.0582704682589221,0.361678851066375,0.504198146989754,0.0007824803340862,0.00301296915546644,3.1702602317496e-06
"% CD4+ M CD25+ CD27- d0","black",-0.138220260103244,0.162010709898922,0.298492325617778,0.329039147169549,-0.117894345065001,0.213890942767501,-0.00519675126313396,-0.0186833949630696,-0.00979356754146325,0.0524981383873028,0.00218832795895907,0.000321634316343497,1.60603949725658e-11,8.23921019789353e-14,0.00906820407411798,1.81423436741911e-06,0.908742980076318,0.680243435365294,0.828972578938119,0.2465631910412
"% Dcs CD1c+ d0","black",-0.0416277009438721,-0.0869248418354498,0.266174100406928,0.140445067737246,-0.105857485612657,0.0199109225478746,-0.0522797693627258,-0.0327694226479777,-0.0993530335115217,-0.0288890351062145,0.358320510627695,0.0547421966441726,2.2432807312614e-09,0.00185067028569307,0.0192087748903646,0.660506626052228,0.248536629972313,0.469691449989999,0.0280316609372345,0.523909080518293
"% CD8+ MAIT INFg+ GzA+ d1","greenyellow",-0.162075350340827,-0.0492718313868344,-0.0610162918917839,0.136686010206347,0.923172727071979,0.0254724683398291,0.359630258715434,0.0836829695155352,0.169135519893162,-0.0389382462988083,0.000319841074519046,0.276843689204384,0.177955591639008,0.00245301588720726,2.36577822761431e-204,0.574162982708559,2.23965006392995e-16,0.0644551133827495,0.000171491715629743,0.390242835161372
"% CD8+ MAIT total INFg+ d1","greenyellow",-0.158684727806588,-0.0672483812880077,-0.0442965636246061,0.146606109146499,0.920287430802474,-0.00302441622814823,0.368751710585479,0.0837986549634559,0.151241643449432,-0.0441797142603564,0.000427637786522853,0.137553844243729,0.328312701093653,0.00114903534516907,1.30414398170297e-200,0.946813410940285,3.38499176735926e-17,0.0640856042933272,0.00079302177903046,0.32959149461185
"% CD8+ MAIT INFg+ TNFa- d1","greenyellow",-0.134121611694099,-0.0787527054322078,-0.00682905672257308,0.118645493503945,0.778410045923974,0.0266469766071327,0.331874830372391,0.133750612520831,0.135709328317886,-0.0799970502295072,0.00296132411247343,0.0819061565100934,0.880268731601739,0.00863399937217731,1.55016628251394e-100,0.556632902452748,4.89552726595346e-14,0.00304231841067447,0.00263639863461161,0.0771766157379153
"% viable CD3- CCR6- GzA+ INFg+ d1","greenyellow",-0.0475256118513811,0.0564337272052935,-0.00372753277236088,-0.069537881374406,0.572745241653788,0.0209225620916354,0.190222745031309,-0.132623882557838,0.108062068696792,0.0795970541662305,0.294245629179477,0.212860745776303,0.934473720042557,0.124626926833939,5.7117356780104e-44,0.644415345021498,2.29142437128272e-05,0.0033007998565978,0.0168253593959563,0.0786721160801709
"% CD8+ MAIT INFg+ TNFa+ d1","greenyellow",-0.112112011458809,-0.0141270128646438,-0.0782782993205184,0.0989909998346333,0.555193800533475,-0.058723363285495,0.193101737061987,-0.0478526982530279,0.0744297098751089,0.0249677659977838,0.01311424463749,0.755335752736375,0.0837698907321394,0.0286115053666505,6.9289009966043e-41,0.194849586367712,1.71005489255594e-05,0.290931610300103,0.10018478783214,0.5817751285232
"% viable CD3- CCR6- CD161- INFg+ d1","greenyellow",-0.191314319507191,0.0986276111723178,0.0626599486052573,0.0999386703381793,0.40821113037016,0.0337780839673825,0.243728213541934,0.0411044379660041,0.160882254115676,0.100326850737526,2.05181757276164e-05,0.029203845966202,0.166531648017592,0.0271150656666083,4.63394173907567e-21,0.456122134970228,4.8050063043419e-08,0.364399543247015,0.000354491104614513,0.0265218282185781
"% viable CD3- CCR6- CD161+ INFg+ d1","greenyellow",0.0717408590444339,-0.0116833419579562,-0.0561380960580953,-0.146655102159074,0.380782818761016,0.0090227330013714,0.0628727400776064,-0.197875695753256,0.0189210632654774,0.0366698707687507,0.11309992146457,0.796634310317623,0.215270924376208,0.00114460375394202,2.54967884778924e-18,0.842250052886363,0.165093807442915,1.04254504217286e-05,0.676404471639619,0.418463180022692
"% CD8+ MAIT total Granzyme+ d1","greenyellow",-0.17297207800102,0.063801317632179,0.0570144070570325,0.191230786114832,0.310237601406753,0.202269633441204,0.113285470981147,0.0928197306172648,0.163057692491668,0.0448277546369807,0.000120938394499673,0.158928252903039,0.208183335152617,2.06927871046157e-05,2.27172354077049e-12,6.54133988130084e-06,0.0121835185014077,0.0401956409606306,0.000293712147817374,0.322539875510204
"% CD8+ MAIT INFg- TNFa+ d1","greenyellow",0.0601759900851322,-0.0575645075325238,0.217018786605191,0.0294181710321734,-0.336936549697577,-0.0777460630641761,-0.0955674679891471,-0.0312040500173175,-0.129010790295363,0.0570385691612607,0.184015966708281,0.203821194955128,1.26876791469454e-06,0.516332077000338,1.90707942536077e-14,0.0859014010641657,0.0346225505591928,0.491183540974055,0.00426980416827878,0.207990330785306
"% viable CD3- CCR6- GzA+ INFg- d1","greenyellow",0.0994444486470103,0.00554852190825883,0.175157675629091,0.0617087610568813,-0.623014737391809,0.022620455126132,-0.324486634426341,0.179800171620652,-0.0712464933962728,0.0330458024394903,0.0278868545030922,0.902595457998332,9.87879069419522e-05,0.173073758928641,6.46502151720676e-54,0.617781078250786,1.87915319613265e-13,6.37616777352016e-05,0.115610906000689,0.465951399458756
"% viable CD3- CCR6- CD161+ INFg- d1","greenyellow",0.175811550193521,0.0490044094023505,0.0471254928097611,-0.0524953617285153,-0.654948509149449,0.0909444943755583,-0.341048447965625,0.0259197346076941,-0.133167129681169,0.0636494075872626,9.29421319918593e-05,0.27946234887605,0.298333793964604,0.246588215287905,3.08549652699744e-61,0.0444198457475204,8.75353681207763e-15,0.5674566631328,0.00317378270126927,0.159924841288732
"% CD8+ MAIT INFg- GzA+ d1","greenyellow",0.065830556647297,0.100926974508357,0.109692809719704,-0.023986234183344,-0.84424462333784,0.111376635129908,-0.334146209983427,-0.0315491104320206,-0.080829310095755,0.075871741250152,0.146061318532443,0.0256266926347288,0.0152328974871123,0.596712133266553,5.22180026112186e-134,0.0137289570883878,3.21370660552836e-14,0.486401181829953,0.074138970982967,0.0937577021790569
