comparison,modality,variable,n_A,n_B,mean_A,mean_B,median_A,median_B,delta_mean,cohen_d,p_value,fdr_q
canonical_ME_CFS vs canonical_control,kegg,kegg__K02106,118,57,82.53661474383276,45.957256063071874,62.114289076590985,42.57438077553605,36.57935868076088,0.553428376973802,0.00013054695026801626,0.005120777740964217
canonical_ME_CFS vs canonical_control,kegg,kegg__K02068,118,57,287.6689610613185,224.53115203237365,280.20815110023375,216.28320558967206,63.137809028944844,0.6315368436471592,0.00013924522833951402,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K07794,118,57,5.68227631729629,3.993187678727792,3.457417696120761,0.816429492221375,1.6890886385684976,0.16768639196503282,0.00014102847133643057,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K01817,118,57,412.5269570604955,352.0909334742584,412.7085720564162,343.14110451462534,60.43602358623707,0.5512342987921649,0.00014104915707668488,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K01040,118,57,45.67374795277103,59.742855415541065,39.11205144494474,52.74280001497021,-14.069107462770035,-0.5272561759637784,0.00014287508033623185,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K01874,118,57,4481.383978515143,5012.476466128813,4374.999405188373,4709.5023710591395,-531.0924876136696,-0.522315853202967,0.00014287508033623185,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K06407,118,57,108.23940882109068,140.04919899367195,105.34832691218651,129.5418544058195,-31.809790172581273,-0.5264059560120187,0.00014287508033623185,0.005362440964849795
canonical_ME_CFS vs canonical_control,kegg,kegg__K01715,118,57,302.1338502890392,393.2142762485285,286.57437961668404,356.96022780549447,-91.08042595948933,-0.6082715342138343,0.00014659391074600114,0.005385777692689352
canonical_ME_CFS vs canonical_control,kegg,kegg__K01952,118,57,5741.864074106318,6581.383344187278,5551.08503208945,5961.86281353728,-839.5192700809603,-0.46694620693442973,0.00014659391074600114,0.005385777692689352
canonical_ME_CFS vs canonical_control,kegg,kegg__K03925,118,57,496.437716707277,428.5698786908269,501.5251114601491,421.426194587814,67.8678380164501,0.6665783631688541,0.00014659391074600114,0.005385777692689352
canonical_ME_CFS vs canonical_control,kegg,kegg__K00748,118,57,952.8588790899574,827.7002011908388,945.918743631204,825.718124155294,125.15867789911863,0.5594504549410921,0.0001523434356564528,0.005476311712092892
canonical_ME_CFS vs canonical_control,kegg,kegg__K17318,118,57,898.1608675940014,1192.0075552721605,764.6232132646194,1152.5120407237,-293.8466876781591,-0.48671549718383655,0.0001523434356564528,0.005476311712092892
canonical_ME_CFS vs canonical_control,kegg,kegg__K21416,118,57,24.52209770036196,13.317834975006367,16.361783436783607,10.408851031132698,11.204262725355594,0.5439666465708329,0.0001543053414663885,0.005476311712092892
canonical_ME_CFS vs canonical_control,kegg,kegg__K00548,118,57,3235.9454599358855,2920.679796236294,3220.540672486917,2956.455659240875,315.26566369959164,0.5770956679568453,0.00015430665548737878,0.005476311712092892
canonical_ME_CFS vs canonical_control,kegg,kegg__K07035,118,57,339.3705643408205,430.6363658381271,325.33568905080995,417.90234827884797,-91.2658014973066,-0.5362780837604983,0.00015430665548737878,0.005476311712092892
canonical_ME_CFS vs canonical_control,kegg,kegg__K16874,118,57,5.466799964355911,1.4720034663348887,1.2371237923691867,0.0,3.9947964980210218,0.2769366066149814,0.0001554758103750867,0.005480522315721806
canonical_ME_CFS vs canonical_control,kegg,kegg__K02017,118,57,211.9746344227295,266.27859710287265,184.39067646178398,251.80381796249,-54.303962680143144,-0.4138111500891198,0.0001583047502466626,0.005505839213578926
canonical_ME_CFS vs canonical_control,kegg,kegg__K07443,118,57,167.20781471657213,132.94257548567978,162.391397035323,122.599532454231,34.26523923089235,0.6029038149631528,0.0001583047502466626,0.005505839213578926
canonical_ME_CFS vs canonical_control,kegg,kegg__K11065,118,57,371.5260833262082,312.0906736985838,372.00859541596583,316.029929698753,59.43540962762438,0.5859793183570182,0.00016240018583674068,0.005574201942865498
canonical_ME_CFS vs canonical_control,quest,quest__Chol/HDLC Ratio,120,57,0.00887278016765934,0.003541282060213357,0.0036123979704389664,0.0021508934480476,0.005331498107445983,0.2091120270300147,0.00016587837834396784,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K05810,118,57,656.4082232298183,559.4228114526352,644.355913174039,552.9129709179194,96.98541177718312,0.6035947482301339,0.00016659516209411446,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K15460,118,57,323.68010166458856,261.2431263913654,322.86285037301883,259.93496263452,62.43697527322314,0.6015604371497569,0.00016659516209411446,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K00728,118,57,20.26126863465488,10.13818871022811,12.507528419453074,6.610834190737245,10.123079924426769,0.5514686056893845,0.00016980663791129735,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K01623,118,57,6.448633266180332,1.9569054430808606,1.7285437304339233,0.604794363446285,4.491727823099471,0.30108388395213115,0.0001698290439589518,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K16905,118,57,5.514013867163862,1.683824918911136,1.4954506095740168,0.32402921001527835,3.830188948252726,0.36710023514557977,0.00017083908263603584,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K00702,118,57,1132.7730306649958,1647.856220024147,1036.37844814053,1414.11298146199,-515.0831893591512,-0.5023568399448689,0.00017089192415260416,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K10193,118,57,167.7067132527464,224.62860943034397,144.05244605027062,221.852080850384,-56.921896177597574,-0.546704924046466,0.00017089192415260416,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K09775,118,57,56.50769321058843,71.45290636859703,46.09684672895733,66.4507126950678,-14.945213158008599,-0.4671843514310901,0.00017307918905000335,0.005574201942865498
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CCR6- INFg+ TNFa- d1,119,56,0.5193151260504202,0.7082440476190476,0.37666666666666665,0.6225,-0.1889289215686274,-0.39813292553173735,0.0001730919522223904,0.005574201942865498
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD4+ RO+ CCR6- INFg+ TNFa- d1,119,56,0.5193151260504202,0.7082440476190476,0.37666666666666665,0.6225,-0.1889289215686274,-0.39813292553173735,0.0001730919522223904,0.005574201942865498
canonical_ME_CFS vs canonical_control,kegg,kegg__K02523,118,57,817.3539544015592,699.3626662891932,808.5673600445671,689.139007918394,117.99128811236608,0.5733047904901986,0.0001752927632669588,0.005610443840268246
canonical_ME_CFS vs canonical_control,kegg,kegg__K10009,118,57,99.52199938477011,135.90546890397098,87.51187201033991,127.305342705505,-36.38346951920087,-0.5283952153360701,0.00018209429430468356,0.005761069787349125
canonical_ME_CFS vs canonical_control,species,species__Ruthenibacterium_lactatiformans,118,57,0.0023928531038746904,0.0009560304032700239,0.00085464999239165,0.0001685000019467333,0.0014368227006046667,0.4550517966675619,0.00018428711604283953,0.005761069787349125
canonical_ME_CFS vs canonical_control,kegg,kegg__K00661,118,57,937.402938271595,803.1900864365648,946.5886420848854,799.74286368627,134.21285183503016,0.6018124933058577,0.00018441607331556523,0.005761069787349125
canonical_ME_CFS vs canonical_control,kegg,kegg__K07015,118,57,158.13422681240993,202.4768399887807,157.84791119620056,194.35029420627902,-44.342613176370776,-0.5568141620447113,0.00018441607331556523,0.005761069787349125
canonical_ME_CFS vs canonical_control,kegg,kegg__K00627,118,57,111.61898129411333,65.02132823153303,66.91260789531928,37.14679906613215,46.59765306258029,0.4080614896326601,0.000189143364950981,0.005799184383757142
canonical_ME_CFS vs canonical_control,kegg,kegg__K03773,118,57,820.8415960122821,683.4748561355058,800.0445945799847,648.9844047981837,137.36673987677636,0.603048346548441,0.000189143364950981,0.005799184383757142
canonical_ME_CFS vs canonical_control,kegg,kegg__K10200,118,57,218.5959842253799,301.79597960935143,191.629233811211,283.582186886939,-83.19999538397153,-0.5175742640207228,0.000189143364950981,0.005799184383757142
canonical_ME_CFS vs canonical_control,kegg,kegg__K04032,118,57,19.87015158676582,12.987696607079567,12.049621869214274,3.88177336511863,6.882454979686255,0.1961044877215889,0.00019008252436696787,0.005799184383757142
canonical_ME_CFS vs canonical_control,kegg,kegg__K01934,118,57,495.834904808819,441.63309599839334,497.56099474447166,456.0850557281055,54.20180881042563,0.65509268212778,0.00019894164345469123,0.0060341776389716524
canonical_ME_CFS vs canonical_control,kegg,kegg__K01989,118,57,632.7602795711535,774.9928836017491,560.7289130293843,748.6348068942249,-142.23260403059555,-0.475604671038773,0.0002014646784482983,0.006040466824510185
canonical_ME_CFS vs canonical_control,kegg,kegg__K07001,118,57,3621.9868051035137,2986.740948472317,3637.066986769578,3142.1393275977352,635.2458566311966,0.6250277177375795,0.0002014646784482983,0.006040466824510185
canonical_ME_CFS vs canonical_control,kegg,kegg__K01993,118,57,1668.2409061224944,1386.0253814620537,1658.089328860576,1421.12549858362,282.2155246604407,0.6206692627461496,0.00020921533750423708,0.006175309463709057
canonical_ME_CFS vs canonical_control,kegg,kegg__K03637,118,57,131.73577097308473,164.5520490835999,118.53797126639678,163.733542639881,-32.816278110515185,-0.4745063736144012,0.00020921533750423708,0.006175309463709057
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__DN % RO+ CD27- d0,119,56,9.272058823529413,13.732410714285717,7.14,11.025,-4.460351890756304,-0.49507103544957337,0.0002095130870378576,0.006175309463709057
canonical_ME_CFS vs canonical_control,kegg,kegg__K02072,118,57,217.43577611671301,263.9673826098053,207.2410222490945,245.53324468139,-46.53160649309231,-0.45275276124729913,0.00021453709448898028,0.006252737552787766
canonical_ME_CFS vs canonical_control,kegg,kegg__K06167,118,57,591.2110244137777,479.60725489786944,581.0471474828089,481.248740529678,111.60376951590831,0.6164937622249271,0.00021453709448898028,0.006252737552787766
canonical_ME_CFS vs canonical_control,kegg,kegg__K00817,118,57,1293.4927267142928,1171.5327805314,1311.160632237062,1209.4007557023,121.95994618289274,0.6235590708464459,0.0002172453927229745,0.006261708363733469
canonical_ME_CFS vs canonical_control,kegg,kegg__K00965,118,57,585.7681646083179,715.0100955584496,563.7179783850779,689.908102944345,-129.24193095013175,-0.5084553136110189,0.0002172453927229745,0.006261708363733469
canonical_ME_CFS vs canonical_control,kegg,kegg__K07149,118,57,27.96182805685294,39.18790072177771,17.644413785927625,31.66805978553569,-11.226072664924768,-0.3350206361452708,0.00022254140634728366,0.006350445144512838
canonical_ME_CFS vs canonical_control,kegg,kegg__K01447,118,57,276.63339456571714,202.13234774932823,250.9854507003205,185.534820894778,74.50104681638891,0.6118708858064884,0.00022275857033656306,0.006350445144512838
canonical_ME_CFS vs canonical_control,kegg,kegg__K16950,118,57,17.095041323184855,8.481619590594475,10.943056330430512,4.0093310009291,8.61342173259038,0.4755677760629213,0.0002254616848194361,0.0063925739657771635
canonical_ME_CFS vs canonical_control,kegg,kegg__K17319,118,57,474.5404039203416,592.9682421810148,398.06013195090014,584.660337758426,-118.42783826067324,-0.39465989951106234,0.00022840288566831603,0.006440961375846511
canonical_ME_CFS vs canonical_control,kegg,kegg__K03650,118,57,1581.7315472760417,1492.1238262859695,1597.8815961356217,1497.08038606073,89.60772099007227,0.6190679593151885,0.00023418122368510324,0.0065684056127160405
canonical_ME_CFS vs canonical_control,kegg,kegg__K04794,118,57,49.7749327938047,77.33036977415783,46.94135507395478,73.753693937254,-27.55543698035313,-0.6279033254022853,0.00023730049049111191,0.006620302988727972
canonical_ME_CFS vs canonical_control,kegg,kegg__K23546,118,57,8.362313274305812,4.618060146636952,5.0373617211575725,1.5652884084096255,3.74425312766886,0.37489247833256684,0.000246588769875169,0.00684283836403594
canonical_ME_CFS vs canonical_control,kegg,kegg__K03601,118,57,1455.279234105358,1324.578915679582,1439.1471435755743,1341.17403737596,130.700318425776,0.5847049471295975,0.00025235009211888135,0.006929002266232652
canonical_ME_CFS vs canonical_control,kegg,kegg__K11175,118,57,619.3650579548939,555.2116919773629,633.0597736163932,566.73891130732,64.15336597753105,0.6509078502992208,0.00025235009211888135,0.006929002266232652
canonical_ME_CFS vs canonical_control,kegg,kegg__K18672,118,57,313.41321499529073,383.0893417332364,304.7033561617974,365.6512630594965,-69.67612673794565,-0.4680149131641861,0.0002586945357645903,0.0070660177648370045
canonical_ME_CFS vs canonical_control,kegg,kegg__K00281,118,57,2723.77258419699,2300.552047167253,2641.42965171177,2324.673956815115,423.220537029737,0.5513496714264039,0.0002651883097622131,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K03558,118,57,308.18570130766915,249.00885009909436,292.0004409170905,228.8357428472595,59.17685120857479,0.5279722550490876,0.0002651883097622131,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K03699,118,57,1310.3429764336752,1136.9750562824725,1344.7415861903416,1134.66707953941,173.36792015120272,0.6117075211980098,0.0002651883097622131,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K03813,118,57,9.411348652971713,1.9692422713881599,1.9188823687779275,0.43539498219595335,7.442106381583553,0.2558321613263828,0.0002705777277658463,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K00791,118,57,1627.0531911870585,1411.4709851309995,1629.0155818356484,1429.38622069979,215.58220605605902,0.6062383295622408,0.00027183465942591344,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K04047,118,57,281.9752143703782,213.3571787817707,259.7306459176714,199.29068399844,68.61803558860748,0.5703717319404707,0.00027183465942591344,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K16907,118,57,7.525811801486986,2.7199200884797943,2.844725778065495,0.604794363446285,4.805891713007192,0.3421896325179993,0.0002740679470643846,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K03801,118,57,716.3275342384978,586.7071082316806,716.8223299105948,605.1052651431434,129.62042600681718,0.6193535861137849,0.0002752160816903936,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K04070,118,57,236.7208202712683,306.09281938186376,226.30749646369185,293.424283741414,-69.37199911059545,-0.499888676674807,0.0002752160816903936,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K05833,118,57,572.2356575991971,709.1449871563436,537.1537522490888,679.2606578893935,-136.90932955714652,-0.5150036829594142,0.0002752160816903936,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K16328,118,57,145.63736927284796,188.62853231992287,135.39201199252443,180.828459282477,-42.991163047074906,-0.3823050826206107,0.0002752160816903936,0.007090969146179193
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CCR6- IL-17+ INFg+ d6,119,56,0.331202380952381,0.536264880952381,0.19,0.33749999999999997,-0.20506249999999998,-0.44166999921453676,0.00027760372634493897,0.007090969146179193
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD4+ RO+ CCR6- IL-17+ INFg+ d6,119,56,0.331202380952381,0.536264880952381,0.19,0.33749999999999997,-0.20506249999999998,-0.44166999921453676,0.00027760372634493897,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K14761,118,57,64.31060161372571,83.98769489975663,59.86714957429835,81.29080224503154,-19.677093286030924,-0.5300666559939223,0.00027863689380232595,0.007090969146179193
canonical_ME_CFS vs canonical_control,kegg,kegg__K03327,118,57,2364.037937851331,2000.0389944427498,2340.081761723921,2058.383479986135,363.99894340858145,0.5633417176087451,0.00028559838675943754,0.007232848464679541
